chr1	11212	12009	+	1
chr1	11672	12009	+	1
chr1	11845	12009	+	1
chr1	12058	12178	+	2
chr1	12228	12496	+	1
chr1	12228	12594	+	1
chr1	12228	12612	+	1,2
chr1	12228	12645	+	1
chr1	12457	12612	+	1
chr1	12698	12974	+	2
chr1	12698	13402	+	1
chr1	12698	13452	+	1
chr1	12698	13482	+	1
chr1	12698	13486	+	1
chr1	12722	13220	+	1
chr1	12722	13402	+	1
chr1	12722	13452	+	1
chr1	12722	13482	+	1
chr1	12722	13486	+	1
chr1	12722	13564	+	1
chr1	13053	13220	+	2
chr1	13375	13452	+	2
chr1	14451	16875	-	3
chr1	14538	16875	-	3
chr1	14570	16853	-	3
chr1	14570	16857	-	3
chr1	14615	16857	-	3
chr1	14738	14969	-	3
chr1	14765	24845	+	1
chr1	14788	16875	-	3
chr1	14830	14929	-	3
chr1	14830	14969	-	3,4
chr1	14830	15020	-	3
chr1	14830	15795	-	3
chr1	14830	16606	-	3
chr1	14830	16853	-	3
chr1	14830	16857	-	3
chr1	14830	29320	-	3
chr1	15039	15795	-	3,4
chr1	15039	16606	-	3
chr1	15039	16853	-	3
chr1	15039	16857	-	3
chr1	15039	29320	-	3
chr1	15060	15795	-	3
chr1	15943	16606	-	3
chr1	15948	16606	-	3,4
chr1	16028	16606	-	3
chr1	16311	16606	-	3
chr1	16712	16853	-	3
chr1	16712	16857	-	3
chr1	16766	16853	-	3
chr1	16766	16857	-	3,4
chr1	16766	16875	-	3
chr1	16789	16853	-	3
chr1	16789	16857	-	3
chr1	17017	18345	-	3
chr1	17049	17605	-	3
chr1	17049	17914	-	3
chr1	17056	17232	-	3,4
chr1	17056	17258	-	3
chr1	17056	17525	-	3
chr1	17056	17605	-	3
chr1	17056	17914	-	3
chr1	17056	24737	-	3
chr1	17056	29320	-	3
chr1	17365	17605	-	3
chr1	17369	17525	-	3
chr1	17369	17605	-	3,4
chr1	17369	17914	-	3
chr1	17369	29320	-	3
chr1	17743	17839	-	3
chr1	17743	17914	-	3,4
chr1	17743	18267	-	3
chr1	17743	29320	-	3
chr1	18062	18267	-	3,4
chr1	18062	18912	-	3
chr1	18062	24737	-	3
chr1	18062	29320	-	3
chr1	18062	29823	-	3
chr1	18363	18496	-	3
chr1	18363	29320	-	3
chr1	18367	18912	-	3
chr1	18367	24737	-	3,4
chr1	18367	29320	-	3
chr1	18367	29533	-	3
chr1	18367	29823	-	3
chr1	18370	18500	-	3
chr1	18370	18912	-	3
chr1	18370	24737	-	3
chr1	18370	29320	-	3
chr1	18370	30662	-	3
chr1	18380	18496	-	3
chr1	18380	18500	-	3
chr1	18380	18912	-	3
chr1	18380	24737	-	3
chr1	18380	29320	-	3
chr1	18555	18912	-	3
chr1	18555	24737	-	3
chr1	18555	29320	-	3
chr1	19076	24737	-	3
chr1	19140	24737	-	3
chr1	19140	29320	-	3
chr1	20287	24737	-	3
chr1	23473	24737	-	3
chr1	23619	24737	-	3
chr1	24418	24737	-	3
chr1	24421	24737	-	3
chr1	24440	24737	-	3
chr1	24467	24737	-	3
chr1	24526	24737	-	3
chr1	24820	29320	-	3
chr1	24824	29320	-	3
chr1	24853	29320	-	3
chr1	24892	25217	-	3
chr1	24892	26946	-	3
chr1	24892	29293	-	3
chr1	24892	29320	-	3
chr1	24892	29533	-	3
chr1	24892	29839	-	3
chr1	24892	30662	-	3
chr1	25009	29320	-	3
chr1	25283	29320	-	3
chr1	28942	29198	+	6
chr1	29207	30563	+	6
chr1	30040	30563	+	6
chr1	30668	30975	+	6
chr1	35175	35276	-	8
chr1	35482	35720	-	8
chr1	35482	37111	-	8
chr1	35482	37407	-	8
chr1	35962	37111	-	8
chr1	35962	37407	-	8
chr1	36732	40665	+	9
chr1	37191	37407	-	8
chr1	51995	53281	+	10
chr1	53373	58699	+	10
chr1	57654	58699	+	10
chr1	58857	62915	+	10
chr1	65434	65519	+	13
chr1	65574	69036	+	13
chr1	90051	90286	-	15
chr1	91630	92090	-	14
chr1	92241	112699	-	14
chr1	92241	165883	-	14
chr1	96811	97254	+	16
chr1	96811	98402	+	16
chr1	96811	104635	+	16
chr1	97251	112699	-	14
chr1	101331	165883	-	14
chr1	108963	120774	-	14
chr1	108963	165883	-	14
chr1	111358	112699	-	14
chr1	112805	120720	-	14
chr1	112805	120774	-	14
chr1	112805	129054	-	14
chr1	112805	165883	-	14
chr1	120933	129054	-	14
chr1	120933	165883	-	14
chr1	129224	133373	-	14
chr1	135616	136151	-	18
chr1	139848	140074	-	21
chr1	143012	146385	-	14
chr1	146510	146641	-	14
chr1	146510	155766	-	22
chr1	155832	164262	-	22
chr1	160691	161313	+	24
chr1	164792	165883	-	14,22
chr1	165284	165883	-	14
chr1	165943	167958	-	14
chr1	165943	167963	-	14
chr1	165943	168099	-	14,22
chr1	165943	169048	-	14
chr1	168164	169048	-	14
chr1	168166	168609	-	14
chr1	168166	169044	-	14
chr1	168166	169048	-	14,22
chr1	168166	172556	-	14
chr1	168764	169044	-	14
chr1	169265	172556	-	14,22
chr1	172689	173752	-	14,22
chr1	173863	174999	-	14
chr1	173863	175323	-	14
chr1	173863	178140	-	14
chr1	173863	181036	-	14
chr1	173863	181047	-	14
chr1	173863	181624	-	14
chr1	173863	187128	-	22
chr1	175130	175323	-	14
chr1	175442	178140	-	14
chr1	175442	181036	-	14
chr1	175442	181047	-	14
chr1	175442	181624	-	14
chr1	177586	177677	-	14
chr1	177586	177681	-	14
chr1	177589	177677	-	14
chr1	177589	177681	-	14
chr1	177731	178140	-	14
chr1	177731	181036	-	14
chr1	178237	181036	-	14
chr1	178240	181036	-	14
chr1	181122	182528	+	25
chr1	181731	182528	+	25
chr1	182191	182528	+	25
chr1	182364	182528	+	25
chr1	182595	186316	-	26
chr1	182747	183113	+	25
chr1	182747	183131	+	25,27
chr1	182747	183164	+	25
chr1	183217	183493	+	27
chr1	183217	183739	+	25
chr1	183217	183921	+	25
chr1	183217	183971	+	25
chr1	183217	184001	+	25
chr1	183217	184005	+	25
chr1	183241	183722	+	25
chr1	183241	183739	+	25
chr1	183241	183743	+	25
chr1	183241	183921	+	25
chr1	183241	183971	+	25
chr1	183241	184001	+	25
chr1	183572	183739	+	27
chr1	183902	183980	+	27
chr1	184194	184791	+	25
chr1	185309	185498	-	26
chr1	185351	185450	-	26
chr1	185351	185490	-	26,28
chr1	185351	185541	-	26
chr1	185351	186316	-	26
chr1	185365	185490	-	26
chr1	185556	186316	-	26
chr1	185560	185831	-	26
chr1	185560	186316	-	26,28
chr1	185560	199836	-	26
chr1	185581	186316	-	26
chr1	185988	186316	-	26
chr1	186339	188799	-	26
chr1	186465	187128	-	26
chr1	186470	187128	-	26,28
chr1	186470	187375	-	26
chr1	186470	187379	-	26
chr1	186470	187397	-	26
